0.9963,0.99801,0.99838,0.99945,0.9995,0.99932,0.99868,0.99763,0.99655,0.99467,0.99419,0.99425,0.99437,0.99398,0.99412,0.99505,0.99548,0.99637,0.9976,0.99796,0.99873,0.99915,0.99932,0.99935,0.99893,0.99884,0.99839,0.99736
-0.042626,-0.048351,-0.056911,-0.066956,-0.067739,-0.06776,-0.064169,-0.05856,-0.055518,-0.049247,-0.049341,-0.045544,-0.04529,-0.042327,-0.042057,-0.03943,-0.035444,-0.028466,-0.027974,-0.025598,-0.022701,-0.021975,-0.02172,-0.021093,-0.020302,-0.020082,-0.020901,-0.024265
0.0010652,0.0083188,0.0062322,0.0062053,0.0090282,0.0092578,0.010638,0.012223,0.012326,0.012351,0.012801,0.013221,0.013657,0.013951,0.01397,0.013429,0.012253,0.010691,0.0086152,0.0081266,0.0065611,0.0054377,0.0041956,0.0039576,0.0030742,0.0021112,0.0015412,0.00087787
0.0036446,0.0033873,0.003213,0.0024776,0.0012749,0.00030773,-0.0009749,-0.0026654,-0.0028618,-0.0033885,-0.0040158,-0.0044629,-0.0050827,-0.0054603,-0.0055311,-0.0054344,-0.0054426,-0.0052856,-0.0050734,-0.00406,-0.0023552,-0.0024746,-0.0017944,-0.00099973,-2.61E-05,7.74E-06,0.00033205,0.00076546
-0.036629,-0.03131,-0.021438,-0.010785,-0.0016881,-0.0068897,-0.0024503,0.00012916,0.0018396,0.0035705,0.0051966,0.0062847,0.0074353,0.0080286,0.0082903,0.0080699,0.0052364,0.00509,-0.00065081,-0.0021559,-0.0056779,-0.0087356,-0.011087,-0.012727,-0.013763,-0.014837,-0.016071,-0.018508
-0.015515,-0.011774,-0.004123,0.0024595,0.0080941,0.0075884,0.0085088,0.0078955,0.0070959,0.0061015,0.0060666,0.0057699,0.0052972,0.0047415,0.0045401,0.0038265,0.0051511,0.0050996,0.0060424,0.0059443,0.0056665,0.0050059,0.0044183,0.003294,0.0016884,0.00033101,-0.0004265,-0.0010297
-0.0078564,-0.0078758,-0.0078725,-0.0076193,-0.0076709,-0.0078008,-0.0067825,-0.0057613,-0.0054246,-0.005334,-0.0052533,-0.0051335,-0.0052054,-0.0051391,-0.0052425,-0.0052912,-0.0052612,-0.0052495,-0.0053435,-0.0054411,-0.005721,-0.0059343,-0.0062571,-0.0061558,-0.0062909,-0.0063017,-0.0061329,-0.0062454
-0.0015123,-0.0016002,-0.0017038,-0.0016416,-0.00070238,-1.85E-05,0.0086835,0.017068,0.016838,0.01833,0.018938,0.019878,0.01616,0.011181,0.0085961,0.0052883,0.0028642,0.0013812,0.00030184,-0.00044049,-0.00066655,-0.0014992,-0.0012234,-0.0014822,-0.0015162,-0.0014444,-0.0023142,-0.0022356
-0.035933,0.034316,-0.025236,-0.011419,-0.00367,0.0037334,0.0083472,0.008659,0.0092334,0.011048,0.012259,0.013251,0.01266,0.012519,0.012257,0.010205,0.0087015,0.0035017,0.00093872,-0.0028314,-0.0060916,-0.0089056,-0.012576,-0.014177,-0.016082,-0.016432,-0.018085,-0.018446
0.20593,0.13772,0.032181,-0.033226,-0.096875,-0.14278,-0.18923,-0.23219,-0.26883,-0.29117,-0.3125,-0.3347,-0.34986,-0.35928,-0.35835,-0.34094,-0.24434,-0.21914,-0.19752,-0.15632,-0.12241,-0.09392,-0.069454,-0.012221,0.034056,0.061784,0.07773,0.076918
0.99777,0.99906,0.99963,0.99986,0.99819,0.99756,0.99172,0.99126,0.98666,0.98155,0.97349,0.96468,0.95803,0.95165,0.94818,0.94578,0.9497,0.95394,0.95804,0.96367,0.96949,0.97603,0.9817,0.98635,0.99053,0.99565,0.9962,0.99784
-0.020263,-0.035255,-0.041358,-0.042399,-0.048932,-0.04954,-0.049159,-0.052762,-0.050526,-0.048755,-0.03972,-0.032637,-0.032239,-0.029637,-0.027504,-0.026141,-0.025881,-0.026439,-0.014472,-0.017458,-0.016625,-0.018083,-0.019419,-0.020004,-0.018928,-0.016776,-0.010371,-0.0057105
0.0003054,-0.00053282,-0.0010726,-0.0012267,-0.0011113,-0.0012033,-0.0012322,-0.0012258,-0.00095229,-0.00049421,-0.0022234,-0.0018988,-0.0020333,-0.0019748,-0.0018057,-0.0019111,-0.0017903,-0.0016239,-0.0013286,-0.0012257,-0.00111,-0.001023,-0.0010363,-0.0011229,-0.0011331,-0.0010658,-0.0011149,-0.0010529
0.00082853,0.00044226,1.26E-05,-0.0002854,-0.00087642,-0.0012978,-0.0022325,-0.004352,-0.0068971,-0.0088576,-0.01034,-0.011365,-0.01371,-0.016813,-0.019669,-0.023596,-0.022697,-0.022094,-0.019894,-0.018266,-0.015843,-0.014937,-0.012594,-0.010457,-0.0081652,-0.005082,-0.0048921,-0.0031886
-0.036847,-0.024008,-0.01828,-0.012673,-0.0098923,-0.0078155,-0.0026728,0.0036712,0.016687,0.024733,0.036905,0.047406,0.046407,0.047438,0.052089,0.05521,0.051344,0.045423,0.035377,0.024268,0.014057,0.0040468,-0.0038296,-0.0068734,-0.010002,-0.017654,-0.020877,-0.021145
-0.021704,-0.013343,-0.0067067,-0.0011177,-0.04127,-0.082494,-0.12286,-0.1657,-0.19577,-0.2115,-0.23159,-0.25112,-0.2679,-0.22554,-0.15778,-0.15446,-0.18898,-0.22389,-0.23777,-0.26718,-0.28165,-0.27529,-0.27003,-0.24751,-0.19083,-0.15081,-0.14379,-0.12521
-0.007704,-0.0075781,-0.0078787,-0.0084421,-0.0069555,-0.0047382,-0.0038757,-0.0026433,-0.0019479,-0.0015793,-0.0010634,-0.0011728,-0.0011402,-0.0021836,-0.0030715,-0.0025552,-0.0018792,-0.001442,-0.0011837,-0.00083604,-0.00084554,-0.00063004,-0.00060328,-0.00045408,-0.0023713,-0.0043933,-0.002923,-0.0035192
-0.00086518,-0.0010116,-0.0011361,-0.0012814,-0.0011088,-0.0008426,-0.00014064,0.00073973,0.0036463,0.0046222,0.0012811,-0.00070911,-0.0016357,-0.0016399,-0.0017624,-0.0017006,-9.66E-05,0.0016395,0.001838,0.0016947,0.0010832,0.0015963,0.0014558,0.0008575,0.00083675,0.00052309,-0.0001139,-0.00095966
-0.041595,-0.029686,-0.019545,-0.011175,-0.0072513,-0.0036106,0.0049798,0.008803,0.029167,0.036757,0.034164,0.0348,0.035283,0.036369,0.041074,0.04124,0.041415,0.039438,0.03055,0.019015,0.0087301,-0.0047208,-0.0069398,-0.011322,-0.019377,-0.020778,-0.024937,-0.03085
0.048729,0.043431,0.028794,0.0065123,-0.022596,-0.055046,-0.083339,-0.096168,-0.11942,-0.14612,-0.17216,-0.20238,-0.21553,-0.22808,-0.24587,-0.24878,-0.23416,-0.20896,-0.1419,-0.11748,-0.082559,-0.065259,-0.047535,-0.03096,-0.012895,0.0032722,0.015062,0.023879
